1378022546 0 1 0 0 0 0 0
1378022960 0 2 0 0 0 0 0
1378022968 0 3 0 0 0 0 0
1378042134 0 4 0 0 0 0 0
1378042444 0 5 0 0 0 0 0
1378042865 0 6 0 0 0 0 0
1378046058 0 7 0 0 0 0 0
1378046287 0 8 0 0 0 0 0
1378046508 0 9 0 0 0 0 0
1378048758 0 10 0 0 0 0 0
1378049038 0 11 0 0 0 0 0
1378051426 0 12 0 0 0 0 0
1378051627 0 13 0 0 0 0 0
1378052071 0 14 0 0 0 0 0
1378098573 0 15 0 0 0 0 0
1378099642 0 16 0 0 0 0 0
1378117608 0 17 0 0 0 0 0
1378117863 0 18 0 0 0 0 0
1378118763 0 19 0 0 0 0 0
1378120441 0 20 0 0 0 0 0
1378225617 1 20 0 0 0 0 0
1378232141 2 20 0 0 0 0 0
1378232270 3 20 0 0 0 0 0
1378268537 3 21 0 0 0 0 0
1378268840 3 22 0 0 0 0 0
1378279128 4 22 0 0 0 0 0
1378280042 5 22 0 0 0 0 0
1378283980 6 22 0 0 0 0 0
1378284289 7 22 0 0 0 0 0
1378289966 8 22 0 0 0 0 0
1378363777 9 22 0 0 0 0 0
1378382238 10 22 0 0 0 0 0
1378433508 11 22 0 0 0 0 0
1378464579 12 22 0 0 0 0 0
1378466904 13 22 0 0 0 0 0
1378472024 14 22 0 0 0 0 0
1378486668 14 22 1 0 0 0 0
1378567272 14 23 1 0 0 0 0
1378567463 14 24 1 0 0 0 0
1378567881 14 25 1 0 0 0 0
1378568045 14 26 1 0 0 0 0
1378641334 14 26 2 0 0 0 0
1378645497 14 27 2 0 0 0 0
1378645983 14 28 2 0 0 0 0
1378646029 14 28 3 0 0 0 0
1378646337 14 29 3 0 0 0 0
1378646408 14 30 3 0 0 0 0
1378646773 14 31 3 0 0 0 0
1378650225 14 31 4 0 0 0 0
1378652993 14 31 5 0 0 0 0
1378654818 14 31 6 0 0 0 0
1378664665 14 31 7 0 0 0 0
1378704667 15 35 7 0 0 0 0
1378719300 16 35 7 0 0 0 0
1378720675 17 35 7 0 0 0 0
1378722918 17 36 7 0 0 0 0
1378757627 17 36 8 0 0 0 0
1378758869 17 36 9 0 0 0 0
1378760673 17 36 10 0 0 0 0
1378786401 18 36 10 0 0 0 0
1378796722 19 36 10 0 0 0 0
1378801138 20 36 10 0 0 0 0
1378803760 21 36 10 0 0 0 0
1378805468 22 36 10 0 0 0 0
1378808987 23 36 10 0 0 0 0
1378809609 24 36 10 0 0 0 0
1378816952 24 37 10 0 0 0 0
1378879940 25 37 10 0 0 0 0
1378883458 26 37 10 0 0 0 0
1378906333 27 37 10 0 0 0 0
1378913171 28 37 10 0 0 0 0
1378923539 28 37 11 0 0 0 0
1378950447 29 37 11 0 0 0 0
1378956892 30 37 11 0 0 0 0
1378961607 31 37 11 0 0 0 0
1378963459 31 38 11 0 0 0 0
1378978512 32 38 11 0 0 0 0
1378981584 33 38 11 0 0 0 0
1379008426 33 38 12 0 0 0 0
1379037574 34 38 12 0 0 0 0
1379076359 35 38 12 0 0 0 0
1379082896 36 38 12 0 0 0 0
1379086848 37 38 12 0 0 0 0
1379088348 38 38 12 0 0 0 0
1379088950 40 38 12 0 0 0 0
1379093704 41 38 12 0 0 0 0
1379095276 42 38 12 0 0 0 0
1379098359 43 38 12 0 0 0 0
1379157784 43 38 13 0 0 0 0
1379169257 44 38 13 0 0 0 0
1379170215 44 38 14 0 0 0 0
1379176664 45 38 14 0 0 0 0
1379178639 46 38 14 0 0 0 0
1379217077 47 38 14 0 0 0 0
1379263004 48 38 14 0 0 0 0
1379414057 49 38 14 0 0 0 0
1379419105 50 38 14 0 0 0 0
1379419307 51 38 14 0 0 0 0
1379419513 51 39 14 0 0 0 0
1379444440 51 39 15 0 0 0 0
1379445951 51 39 16 0 0 0 0
1379476986 52 39 16 0 0 0 0
1379483515 53 39 16 0 0 0 0
1379484510 54 39 16 0 0 0 0
1379486480 55 39 16 0 0 0 0
1379496595 56 39 16 0 0 0 0
1379496784 57 39 16 0 0 0 0
1379499267 58 39 16 0 0 0 0
1379500992 59 39 16 0 0 0 0
1379509434 60 39 16 0 0 0 0
1379510143 61 39 16 0 0 0 0
1379517641 61 39 17 0 0 0 0
1379529899 61 39 18 0 0 0 0
1379570928 61 39 19 0 0 0 0
1379586593 61 39 20 0 0 0 0
1379588392 61 39 21 0 0 0 0
1379593854 61 39 22 0 0 0 0
1379597318 61 39 23 0 0 0 0
1379620165 61 39 24 0 0 0 0
1379647542 62 39 24 0 0 0 0
1379655539 63 39 24 0 0 0 0
1379655917 64 39 24 0 0 0 0
1379697648 65 39 24 0 0 0 0
1379699727 66 39 24 0 0 0 0
1379701682 67 39 24 0 0 0 0
1379703590 68 39 24 0 0 0 0
1379734790 69 39 24 0 0 0 0
1379737540 70 39 24 0 0 0 0
1379750253 71 39 24 0 0 0 0
1379752301 72 39 24 0 0 0 0
1379767838 73 39 24 0 0 0 0
1379771144 74 39 24 0 0 0 0
1379771368 75 39 24 0 0 0 0
1379777477 76 39 24 0 0 0 0
1379784136 77 39 24 0 0 0 0
1379940612 78 39 24 0 0 0 0
1379940930 80 39 24 0 0 0 0
1379943733 81 39 24 0 0 0 0
1379945078 82 39 24 0 0 0 0
1379948293 83 39 24 0 0 0 0
1379959012 83 39 25 0 0 0 0
1379995002 84 39 25 0 0 0 0
1380004492 85 39 25 0 0 0 0
1380005370 86 39 25 0 0 0 0
1380007168 87 39 25 0 0 0 0
1380076339 88 39 25 0 0 0 0
1380076804 89 39 25 0 0 0 0
1380082637 90 39 25 0 0 0 0
1380084209 91 39 25 0 0 0 0
1380114400 92 39 25 0 0 0 0
1380115653 93 39 25 0 0 0 0
1380120526 94 39 25 0 0 0 0
1380121762 95 39 25 0 0 0 0
1380123372 96 39 25 0 0 0 0
1380127608 97 39 25 0 0 0 0
1380133368 97 39 26 0 0 0 0
1380134708 97 39 27 0 0 0 0
1380192221 98 39 27 0 0 0 0
1380193247 99 39 27 0 0 0 0
1380203214 99 39 27 0 1 0 0
1380207322 99 40 27 0 1 0 0
